ID,Observer,Affiliation,State,city,Zipcode,Date_Collected,Date_Sampled,Date_Processed,Method,Type,Sex,OE_Status,Personnel_initials,Notes,UGA_MyId,Email,ObserverNotes,site,Region,Time Period,Phase (based_on date_sampled),Infection Status,City+State,Latitude_city_based,Longitude_city_based,Latitude_Zip_based,Longitude_Zip_based,Day Sampled,Month Sampled,Year Sampled,Day Of week,Breeding Range,Hot Volunteer?
21776,,,MB,Winnipeg,,2014,8/22/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21777,,,MB,Winnipeg,,2014,8/22/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21778,,,MB,Winnipeg,,2014,8/22/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21779,,,MB,Winnipeg,,2014,8/22/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21780,,,MB,Winnipeg,,2014,8/22/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21781,,,MB,Winnipeg,,2014,8/22/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21782,,,MB,Winnipeg,,8/24/2014,8/24/2014,2/23/2015,Tape,A,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,24,8,2014,Sun,Eastern Breeding Range,All Good
21783,,,MB,Winnipeg,,2014,8/24/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,24,8,2014,Sun,Eastern Breeding Range,All Good
21784,,,MB,Winnipeg,,2014,8/24/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,24,8,2014,Sun,Eastern Breeding Range,All Good
21785,,,MB,Winnipeg,,2014,8/24/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,24,8,2014,Sun,Eastern Breeding Range,All Good
21786,,,MB,Winnipeg,,2014,8/24/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,24,8,2014,Sun,Eastern Breeding Range,All Good
21787,,,MB,Winnipeg,,2014,9/2/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,2,9,2014,Tue,Eastern Breeding Range,All Good
21788,,,MB,Winnipeg,,2014,9/2/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,2,9,2014,Tue,Eastern Breeding Range,All Good
21789,,,MB,Winnipeg,,2014,9/2/2014,2/23/2015,Tape,L,M,0,ECM,"fell as dark chrysalis, butterfly emerged weak",ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,2,9,2014,Tue,Eastern Breeding Range,All Good
21790,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21791,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21792,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21793,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21794,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21795,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21796,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21797,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21798,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21799,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21800,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21801,,,MB,Winnipeg,,2014,9/13/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,13,9,2014,Sat,Eastern Breeding Range,All Good
21802,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21803,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21804,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21805,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21806,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21807,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21808,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21809,,,MB,Winnipeg,,2014,9/15/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,15,9,2014,Mon,Eastern Breeding Range,All Good
21810,,,MB,Winnipeg,,2014,9/18/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,18,9,2014,Thu,Eastern Breeding Range,All Good
21811,,,MB,Winnipeg,,2014,9/18/2014,2/23/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,18,9,2014,Thu,Eastern Breeding Range,All Good
21812,,,MB,Winnipeg,,2014,9/18/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,18,9,2014,Thu,Eastern Breeding Range,All Good
21813,,,MB,Winnipeg,,2014,9/18/2014,2/23/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,18,9,2014,Thu,Eastern Breeding Range,All Good
21814,,,WI,Cross Plains,53528,5/25/2014,6/23/2014,2/27/2015,Tape,E,M,0,ECM,"fell after emerging from chrysalis, hanging from 3 legs on screen now",ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,23,6,2014,Mon,Eastern Breeding Range,All Good
21815,,,WI,Cross Plains,53528,5/25/2014,6/24/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,24,6,2014,Tue,Eastern Breeding Range,All Good
21816,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21817,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21818,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21819,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21820,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21821,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21822,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,fell after emerging- abdomen very thick,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21823,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,F,0,ECM,"fell after emerging-unable to hang, wings crumpled",ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21824,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,M,0,ECM,"fell after emerging-unable to hang, wings crumpled",ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21825,,,WI,Cross Plains,53528,5/25/2014,6/25/2014,2/27/2015,Tape,E,M,0,ECM,"fell after emerging-unable to hang, wings crumpled",ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,25,6,2014,Wed,Eastern Breeding Range,All Good
21826,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21827,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21828,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21829,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21830,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21831,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21832,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21833,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21834,,,WI,Cross Plains,53528,5/26/2014,6/26/2014,2/27/2015,Tape,E,F,0,ECM,crumpled wings-fell when emerging,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,26,6,2014,Thu,Eastern Breeding Range,All Good
21835,,,WI,Cross Plains,53528,5/26/2014,6/27/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,27,6,2014,Fri,Eastern Breeding Range,All Good
21836,,,WI,Cross Plains,53528,5/26/2014,6/27/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,27,6,2014,Fri,Eastern Breeding Range,All Good
21837,,,WI,Cross Plains,53528,5/26/2014,6/27/2014,2/27/2015,Tape,E,F,0,ECM,wings deformed- looks like it fell after emerging,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,27,6,2014,Fri,Eastern Breeding Range,All Good
21838,,,WI,Cross Plains,53528,5/26/2014,6/27/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,27,6,2014,Fri,Eastern Breeding Range,All Good
21839,,,WI,Cross Plains,53528,5/26/2014,6/27/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,27,6,2014,Fri,Eastern Breeding Range,All Good
21840,,,WI,Cross Plains,53528,5/26/2014,6/27/2014,2/27/2015,Tape,E,M,0,ECM,wings crumpled,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,27,6,2014,Fri,Eastern Breeding Range,All Good
21841,,,WI,Cross Plains,53528,5/26/2014,6/28/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,28,6,2014,Sat,Eastern Breeding Range,All Good
21842,,,WI,Cross Plains,53528,5/26/2014,6/28/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,28,6,2014,Sat,Eastern Breeding Range,All Good
21843,,,WI,Cross Plains,53528,6/14/2014,6/28/2014,2/27/2015,Tape,L,M,0,ECM,"swollen abdomen- ""exploded"" with green liquid when touched it to sample for OE",ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,28,6,2014,Sat,Eastern Breeding Range,All Good
21844,,,WI,Cross Plains,53528,6/14/2014,6/28/2014,2/27/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,28,6,2014,Sat,Eastern Breeding Range,All Good
21845,,,WI,Cross Plains,53528,6/14/2014,6/28/2014,2/27/2015,Tape,L,M,0,ECM,crumpled wings,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,28,6,2014,Sat,Eastern Breeding Range,All Good
21846,,,WI,Cross Plains,53528,5/26/2014,6/29/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,29,6,2014,Sun,Eastern Breeding Range,All Good
21847,,,WI,Cross Plains,53528,5/27/2014,6/30/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,30,6,2014,Mon,Eastern Breeding Range,All Good
21848,,,WI,Cross Plains,53528,5/28/2014,6/30/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,1,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,30,6,2014,Mon,Eastern Breeding Range,All Good
21849,,,WI,Cross Plains,53528,5/28/2014,7/1/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,1,7,2014,Tue,Eastern Breeding Range,All Good
21850,,,WI,Cross Plains,53528,5/28/2014,7/1/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,1,7,2014,Tue,Eastern Breeding Range,All Good
21851,,,WI,Cross Plains,53528,6/14/2014,7/2/2014,2/27/2015,Tape,L,M,0,ECM,swollen abdomen,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,2,7,2014,Wed,Eastern Breeding Range,All Good
21852,,,WI,Cross Plains,53528,6/14/2014,7/3/2014,2/27/2015,Tape,L,M,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,3,7,2014,Thu,Eastern Breeding Range,All Good
21853,,,WI,Cross Plains,53528,7/8/2014,8/10/2014,2/27/2015,Tape,L,F,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,10,8,2014,Sun,Eastern Breeding Range,All Good
21854,,,WI,Cross Plains,53528,7/8/2014,8/10/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,10,8,2014,Sun,Eastern Breeding Range,All Good
21855,,,WI,Cross Plains,53528,7/8/2014,8/10/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,10,8,2014,Sun,Eastern Breeding Range,All Good
21856,,,WI,Cross Plains,53528,7/9/2014,8/12/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,8,2014,Tue,Eastern Breeding Range,All Good
21857,,,WI,Cross Plains,53528,7/9/2014,8/12/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,8,2014,Tue,Eastern Breeding Range,All Good
21858,,,WI,Cross Plains,53528,7/9/2014,8/12/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,2,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,8,2014,Tue,Eastern Breeding Range,All Good
21859,,,WI,Cross Plains,53528,8/16/2014,8/16/2014,2/27/2015,Tape,A,F,0,ECM,very roughed up-faded wings,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,16,8,2014,Sat,Eastern Breeding Range,All Good
21860,,,WI,Cross Plains,53528,8/7/2014,9/8/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,8,9,2014,Mon,Eastern Breeding Range,All Good
21861,,,WI,Cross Plains,53528,8/7/2014,9/9/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,9,9,2014,Tue,Eastern Breeding Range,All Good
21862,,,WI,Cross Plains,53528,8/9/2014,9/10/2014,2/27/2015,Tape,E,M,1,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,10,9,2014,Wed,Eastern Breeding Range,All Good
21863,,,WI,Cross Plains,53528,8/10/2014,9/12/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,9,2014,Fri,Eastern Breeding Range,All Good
21864,,,WI,Cross Plains,53528,8/10/2014,9/12/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,9,2014,Fri,Eastern Breeding Range,All Good
21865,,,WI,Cross Plains,53528,8/10/2014,9/12/2014,2/27/2015,Tape,E,M,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,9,2014,Fri,Eastern Breeding Range,All Good
21866,,,WI,Cross Plains,53528,8/10/2014,9/12/2014,2/27/2015,Tape,E,,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,12,9,2014,Fri,Eastern Breeding Range,All Good
21867,,,WI,Cross Plains,53528,8/10/2014,9/13/2014,2/27/2015,Tape,E,F,0,ECM,0,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,13,9,2014,Sat,Eastern Breeding Range,All Good
21868,,,WI,Cross Plains,53528,9/13/2014,9/13/2014,2/27/2015,Tape,A,M,0,ECM,group of 8- migrating-drinking from Zinnia flowers,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,13,9,2014,Sat,Eastern Breeding Range,All Good
21869,,,WI,Cross Plains,53528,9/13/2014,9/13/2014,2/27/2015,Tape,A,F,0,ECM,group of 8- migrating-drinking from Zinnia flowers,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,13,9,2014,Sat,Eastern Breeding Range,All Good
21870,,,WI,Cross Plains,53528,8/16/2014,9/16/2014,2/27/2015,Tape,E,F,0,ECM,group of 8- migrating-drinking from Zinnia flowers,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,16,9,2014,Tue,Eastern Breeding Range,All Good
21871,,,WI,Cross Plains,53528,8/17/2014,9/17/2014,2/27/2015,Tape,E,F,0,ECM,group of 8- migrating-drinking from Zinnia flowers,ecmorris,,,,Midwest,,3,0,"Cross Plains, WI",43.11309814,-89.64035797,43.11918259,-89.63721466,17,9,2014,Wed,Eastern Breeding Range,All Good
21872,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,M,0,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21873,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,F,0,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21874,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,M,0,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21875,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,M,0,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21876,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,M,0,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21877,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,F,0,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
21878,,,MB,Winnipeg,,2014,8/22/2014,2/16/2015,Tape,L,M,1,MTH,Zip code: R2C0H1,has88957,,,,Midwest,,3,0,"Winnipeg, MB",52.14894104,-97.71846008,,,22,8,2014,Fri,Eastern Breeding Range,All Good
